eps,min_samples,silhouette_score,num_clusters,num_outliers
0.05000000000000002,54,0.3897935710057724,1,2070
0.04400000000000001,22,0.3896649893225945,1,2047
0.048000000000000015,40,0.38885714645236213,1,2064
0.04600000000000001,30,0.3877209933245292,1,2068
0.05000000000000002,56,0.3876683971779331,1,2098
0.048000000000000015,42,0.38765931728756114,1,2087
0.05000000000000002,58,0.3859770704746091,1,2115
0.04400000000000001,24,0.38597703894881724,1,2083
0.04200000000000001,18,0.385535744898709,1,2097
0.048000000000000015,44,0.3854733878540203,1,2106
0.04600000000000001,32,0.3850622618357404,1,2099
0.05000000000000002,60,0.38481651102423936,1,2129
0.048000000000000015,46,0.3846219956758696,1,2122
0.05000000000000002,62,0.38413706934147934,1,2136
0.05000000000000002,64,0.38400752145017963,1,2150
0.04400000000000001,26,0.38334743831238294,1,2119
0.04600000000000001,34,0.38329562420847485,1,2124
0.038000000000000006,10,0.3830288312340291,1,2092
0.04200000000000001,20,0.3825257423388324,1,2134
0.048000000000000015,48,0.38210065490367995,1,2149
0.05000000000000002,66,0.38209942838511934,1,2171
0.05000000000000002,68,0.3814451849196759,1,2179
0.04000000000000001,16,0.380991049997115,1,2153
0.05000000000000002,70,0.38083457441126467,1,2207
0.05000000000000002,74,0.3804106390755448,1,2221
0.05000000000000002,72,0.3803771071800522,1,2212
0.048000000000000015,50,0.3803658556930637,1,2169
0.05000000000000002,76,0.3802699378901911,1,2227
0.05000000000000002,78,0.37995077998357035,1,2247
0.04600000000000001,36,0.37954129745190185,1,2158
0.04200000000000001,22,0.3794382003776277,1,2173
0.04400000000000001,28,0.37934880348766753,1,2166
0.05000000000000002,80,0.37922983893191503,1,2254
0.048000000000000015,52,0.37881324807420075,1,2193
0.048000000000000015,54,0.3784222003208849,1,2212
0.05000000000000002,82,0.3782625205577641,1,2263
0.048000000000000015,56,0.37790908020318603,1,2220
0.04600000000000001,38,0.37779022913161775,1,2177
0.05000000000000002,84,0.3775806797125055,1,2268
0.048000000000000015,58,0.3768246586603364,1,2232
0.05000000000000002,86,0.37672043276692313,1,2276
0.04000000000000001,18,0.3766343402547546,1,2207
0.04400000000000001,30,0.3765427119495126,1,2201
0.05000000000000002,88,0.3761322200038812,1,2305
0.048000000000000015,60,0.3760754271867417,1,2243
0.05000000000000002,90,0.3759709185467716,1,2313
0.04200000000000001,24,0.37587386671759226,1,2223
0.04400000000000001,32,0.37560733710407324,1,2213
0.04600000000000001,40,0.3755280073804732,1,2215
0.048000000000000015,62,0.37524067294475927,1,2252
0.048000000000000015,64,0.37430339871212087,1,2266
0.05000000000000002,92,0.3742672784584733,1,2328
0.038000000000000006,14,0.37424930803182743,1,2237
0.05000000000000002,94,0.37377294310374143,1,2348
0.048000000000000015,66,0.3736622641638017,1,2296
0.05000000000000002,96,0.37349408607062656,1,2354
0.04400000000000001,34,0.3729263814090182,1,2240
0.04600000000000001,42,0.37261542546491516,1,2239
0.04000000000000001,20,0.372578564982744,1,2256
0.04200000000000001,26,0.37247000687379284,1,2254
0.048000000000000015,68,0.3721763013911183,1,2309
0.05000000000000002,102,0.37186846123938294,1,2416
0.05000000000000002,98,0.37174286668924766,1,2371
0.04600000000000001,44,0.3713309223208476,1,2258
0.05000000000000002,100,0.3711936053461046,1,2385
0.048000000000000015,70,0.3710694085194729,1,2323
0.048000000000000015,72,0.3709333190101942,1,2336
0.05000000000000002,104,0.37090267268577753,1,2427
0.05000000000000002,110,0.3708695608583898,1,2447
0.04600000000000001,46,0.3708465758750913,1,2271
0.05000000000000002,106,0.37084649576486384,1,2429
0.05000000000000002,108,0.370727726053689,1,2436
0.05000000000000002,112,0.37070261622233835,1,2458
0.05000000000000002,114,0.3706615943015625,1,2459
0.05000000000000002,116,0.3705769025057499,1,2468
0.04400000000000001,36,0.37048004025066544,1,2272
0.048000000000000015,74,0.3704335561307722,1,2359
0.05000000000000002,118,0.370271937393897,1,2477
0.05000000000000002,120,0.37005188232468444,1,2491
0.04200000000000001,28,0.36988792641018853,1,2280
0.04600000000000001,48,0.36947086810370994,1,2290
0.048000000000000015,76,0.3694679691553533,1,2371
0.04600000000000001,50,0.36920428760399415,1,2313
0.05000000000000002,122,0.3691051328827705,1,2499
0.05000000000000002,124,0.3685525871844275,1,2510
0.04000000000000001,22,0.36839997078861103,1,2306
0.048000000000000015,78,0.36839002433141904,1,2380
0.05000000000000002,126,0.36834989851899846,1,2513
0.05000000000000002,128,0.36812346683816755,1,2521
0.04600000000000001,52,0.368025669796395,1,2327
0.05000000000000002,130,0.3678913717184787,1,2531
0.038000000000000006,16,0.367602888565899,1,2308
0.04200000000000001,30,0.36752363650581243,1,2310
0.05000000000000002,132,0.3674735213421699,1,2550
0.048000000000000015,80,0.3672859516969693,1,2393
0.04400000000000001,38,0.36721954309624605,1,2303
0.04600000000000001,54,0.36713995567477065,1,2344
0.05000000000000002,134,0.36709031279417553,1,2557
0.05000000000000002,136,0.36708907788107986,1,2558
0.036000000000000004,12,0.3669469214831392,1,2310
0.048000000000000015,82,0.36684741099218054,1,2403
0.048000000000000015,84,0.36653838516500986,1,2408
0.05000000000000002,138,0.3665189204205981,1,2563
0.05000000000000002,140,0.36645670932040864,1,2575
0.048000000000000015,86,0.3661507897116651,1,2430
0.04600000000000001,56,0.3660761075854581,1,2375
0.048000000000000015,88,0.3653979287484012,1,2440
0.04400000000000001,40,0.3653055814990243,1,2334
0.05000000000000002,142,0.3651646432119627,1,2588
0.04200000000000001,32,0.36496546668234514,1,2338
0.04000000000000001,24,0.36480324124357283,1,2349
0.05000000000000002,144,0.36451334458009105,1,2604
0.05000000000000002,146,0.36450627477076164,1,2605
0.04400000000000001,42,0.36449468178831096,1,2347
0.048000000000000015,90,0.3643496658836816,1,2456
0.04600000000000001,58,0.36430013828398533,1,2395
0.048000000000000015,96,0.36412536754711244,1,2510
0.04600000000000001,60,0.36403859417102113,1,2409
0.048000000000000015,92,0.36401694603550094,1,2465
0.048000000000000015,94,0.36393777828701346,1,2477
0.05000000000000002,148,0.3637918251696504,1,2627
0.04400000000000001,44,0.36369313239330014,1,2357
0.048000000000000015,98,0.363492663905743,1,2517
0.05000000000000002,150,0.36347305156044396,1,2631
0.038000000000000006,18,0.3633048013155568,1,2362
0.05000000000000002,152,0.36319202397133754,1,2641
0.04600000000000001,62,0.36277403348898113,1,2436
0.048000000000000015,100,0.3625078700029843,1,2526
0.04400000000000001,46,0.3623419033668576,1,2377
0.05000000000000002,154,0.3622014602485759,1,2649
0.048000000000000015,102,0.3621249083575012,1,2535
0.04400000000000001,48,0.3619405835594257,1,2407
0.04000000000000001,26,0.3619297198987515,1,2391
0.04600000000000001,64,0.36185282730039103,1,2446
0.05000000000000002,156,0.3618049566252827,1,2655
0.04600000000000001,66,0.3618033730188022,1,2448
0.05000000000000002,166,0.36178105426172597,1,2688
0.04400000000000001,50,0.3617476977852873,1,2432
0.05000000000000002,158,0.3616723760319996,1,2658
0.05000000000000002,160,0.3616723760319996,1,2658
0.05000000000000002,162,0.361532318809724,1,2661
0.04200000000000001,34,0.36145851420260766,1,2388
0.05000000000000002,168,0.361445907091263,1,2696
0.05000000000000002,164,0.36144535032985703,1,2662
0.048000000000000015,106,0.3612776377737919,1,2557
0.048000000000000015,104,0.36124509825457585,1,2544
0.048000000000000015,108,0.3609969710900478,1,2565
0.036000000000000004,14,0.36092693181105623,1,2385
0.05000000000000002,170,0.36088526261376347,1,2704
0.04400000000000001,52,0.3605688022044291,1,2454
0.038000000000000006,20,0.360380088765729,1,2404
0.04000000000000001,28,0.3601554995463351,1,2414
0.05000000000000002,172,0.360013838097361,1,2711
0.05000000000000002,174,0.3599510946087311,1,2714
0.048000000000000015,110,0.35994564530909723,1,2586
0.05000000000000002,176,0.3598034544125917,1,2716
0.04400000000000001,54,0.3597591008425235,1,2468
0.04200000000000001,36,0.3597505668667442,1,2411
0.048000000000000015,112,0.35974396902012334,1,2598
0.04600000000000001,68,0.3596033667811941,1,2469
0.05000000000000002,178,0.3595701302268025,1,2718
0.048000000000000015,114,0.3594321986787327,1,2601
0.048000000000000015,116,0.35928111603048796,1,2618
0.04400000000000001,56,0.3592328221545291,1,2487
0.05000000000000002,180,0.35904526571444334,1,2725
0.048000000000000015,118,0.35899979071148086,1,2629
0.05000000000000002,182,0.35893322430135444,1,2729
0.04200000000000001,38,0.35849843724038455,1,2430
0.048000000000000015,120,0.3584582489049865,1,2642
